ID-model,GO:0003674,GO:0008527,GO:0016874,GO:0016881,GO:0016879,GO:0019787,GO:0004842,GO:0008509,GO:0016746,GO:0016747,GO:0004674,GO:0004672,GO:0016773,GO:0016301,GO:0016772,GO:0004930,GO:0042578,GO:0016887,GO:0000982,GO:0001077,GO:0016462,GO:0016818,GO:0005216,GO:0015267,GO:0022803,GO:0022838,GO:0017111,GO:0016817,GO:0015075,GO:0003700,GO:0001071,GO:0004888,GO:0016740,GO:0016788,GO:0038023,GO:0022891,GO:0004872,GO:0022857,GO:0003677,GO:0001228,GO:0000981,GO:0016491,GO:0022892,GO:0005198,GO:0004871,GO:0060089,GO:0003823,GO:0043565,GO:0008233,GO:0000977,GO:0001012,GO:0016787,GO:0008324,GO:0022836,GO:0022839,GO:0005215,GO:0046872,GO:0070011,GO:0000976,GO:0005261,GO:0003676,GO:0000987,GO:0001159,GO:0003824,GO:0046873,GO:0000978,GO:0022890,GO:0001067,GO:0000975,GO:0044212,GO:0043169,GO:1901363,GO:0097159,GO:0008047,GO:0042803,GO:0036094,GO:0043167,GO:0008092,GO:0030234,GO:0043168,GO:0031267,GO:0017016,GO:0003723,GO:0051020,GO:0005543,GO:0005488,GO:0042802,GO:0003729,GO:0008289,GO:0015631,GO:0005515,GO:0003682,GO:0046983,GO:0005102,GO:0032403,GO:0019899,GO:0030674,GO:0060090,GO:0046982,GO:0031625,GO:0044389,GO:0043566,GO:0031490,GO:0019901,GO:0019900,GO:0019904
91-3,NaN,NaN,0.69,0.71,0.69,0.71,0.49,0.45,0.43,0.47,NaN,NaN,NaN,NaN,NaN,NaN,0.37,0.47,0.45,0.46,0.44,0.44,0.47,0.47,0.47,0.47,0.44,0.44,0.45,0.44,0.44,0.38,0.66,0.60,0.38,0.45,0.38,0.45,0.58,0.46,0.45,NaN,0.45,0.46,0.89,0.89,0.49,0.53,0.47,0.48,0.48,0.38,0.47,0.48,0.48,0.57,NaN,0.47,0.48,0.48,0.57,0.50,0.50,0.46,0.47,0.50,0.47,0.45,0.45,0.45,0.95,0.60,0.60,0.47,0.50,0.70,0.97,0.57,0.43,0.97,0.47,0.47,0.52,0.47,0.47,0.37,0.50,NaN,0.47,0.48,0.54,0.49,0.50,0.42,0.44,0.50,1.00,1.00,0.50,0.50,0.50,0.61,0.50,0.47,0.47,0.49
93-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94-1,NaN,0.83,0.92,0.91,0.91,0.86,0.85,0.90,0.95,0.81,0.99,0.99,0.99,0.98,0.98,1.00,0.89,0.80,0.58,0.57,0.79,0.79,0.90,0.90,0.90,0.90,0.81,0.79,0.91,0.84,0.84,0.96,0.97,0.88,0.95,0.90,0.97,0.92,0.89,0.54,0.63,0.99,0.90,0.74,0.92,0.92,0.84,0.74,0.82,0.54,0.54,0.85,0.93,0.89,0.89,0.90,0.76,0.79,0.55,0.88,0.85,0.52,0.52,0.85,0.80,0.52,0.80,0.56,0.56,0.55,0.71,0.79,0.79,0.58,0.47,0.68,0.66,0.71,0.65,0.70,0.62,0.62,0.73,0.61,0.57,0.71,0.51,0.52,0.57,0.54,0.69,0.56,0.47,0.64,0.53,0.51,0.50,0.50,0.53,0.50,0.50,0.50,0.50,0.49,0.51,0.49
95-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96-1,NaN,0.50,0.47,0.47,0.47,0.47,0.47,0.50,0.50,0.50,NaN,NaN,0.38,0.37,0.35,0.50,0.43,0.48,0.50,0.50,0.49,0.49,0.51,0.51,0.51,0.51,0.49,0.49,0.51,0.56,0.56,0.49,0.50,0.54,0.49,0.50,0.48,0.53,0.50,0.50,0.50,0.43,0.49,0.50,0.51,0.51,0.50,0.53,0.47,0.50,0.50,0.51,0.47,0.47,0.47,0.47,0.50,0.49,0.54,0.47,0.52,0.50,0.50,0.48,0.47,0.50,0.47,0.52,0.52,0.52,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.51,0.50,0.53,0.50,0.50,0.50,0.50,0.50,0.47,0.50,0.50,0.54,0.50,0.50,0.50,0.50
96-2,NaN,0.50,0.40,0.41,0.41,0.41,0.41,0.50,0.50,0.50,NaN,NaN,NaN,NaN,NaN,0.50,0.44,0.60,0.50,0.50,0.64,0.64,0.48,0.48,0.48,0.48,0.64,0.64,0.48,0.53,0.53,0.50,0.49,0.49,0.50,0.48,0.49,0.48,0.52,0.50,0.50,0.62,0.47,0.50,0.44,0.44,0.50,0.51,0.59,0.50,0.50,0.58,0.48,0.49,0.49,0.50,0.50,0.53,0.51,0.48,0.53,0.50,0.50,0.55,0.48,0.50,0.48,0.51,0.51,0.51,0.50,0.54,0.55,0.50,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.56,0.50,0.50,0.50,0.51,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50
96-3,NaN,0.50,0.39,0.40,0.40,0.40,0.40,0.50,0.50,0.50,NaN,NaN,0.80,0.79,0.76,0.50,0.42,0.47,0.50,0.50,0.51,0.51,0.63,0.63,0.63,0.63,0.51,0.51,0.63,0.51,0.51,0.53,0.61,0.39,0.53,0.63,0.52,0.62,0.52,0.50,0.50,0.42,0.62,0.50,0.55,0.55,0.50,0.53,0.60,0.50,0.50,0.45,0.68,0.61,0.61,0.64,0.50,0.53,0.57,0.68,0.53,0.50,0.50,0.49,0.73,0.50,0.73,0.54,0.54,0.54,0.50,0.51,0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.54,0.50,0.50,0.50,0.46,0.50,0.48,0.53,0.50,0.50,0.50,0.50,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50
97-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98-1,NaN,1.00,0.74,0.76,0.75,0.78,0.75,0.85,0.70,0.70,0.89,0.88,0.88,0.84,0.84,0.91,0.76,0.69,0.80,0.73,0.72,0.72,0.45,0.45,0.45,0.45,0.75,0.72,0.47,0.73,0.73,0.83,0.79,0.68,0.82,0.47,0.83,0.47,0.47,0.60,0.86,0.73,0.51,0.74,0.83,0.83,NaN,0.62,0.79,0.73,0.72,0.65,0.42,0.49,0.49,0.51,0.53,0.83,0.67,0.41,0.54,0.51,0.50,0.68,0.39,0.65,0.40,0.50,0.50,0.51,0.56,0.45,0.45,0.55,0.41,0.70,0.49,0.53,0.72,0.47,0.40,0.40,0.84,0.47,0.37,0.49,0.49,0.84,0.43,0.84,0.65,0.57,0.36,0.74,0.67,0.60,0.80,0.78,0.37,0.55,0.55,0.32,0.29,0.69,0.70,0.64
99-1,NaN,1.00,1.00,1.00,1.00,1.00,1.00,0.95,0.95,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.94,0.50,0.50,0.94,0.94,0.97,0.97,0.97,0.97,0.95,0.94,0.95,0.94,0.94,0.98,0.96,0.98,0.97,0.95,0.94,0.95,0.93,0.50,0.65,0.95,0.95,0.84,0.96,0.96,0.89,0.84,0.90,0.50,0.50,0.91,0.92,0.88,0.88,0.91,0.93,0.88,0.50,0.87,0.88,0.50,0.50,0.90,0.79,0.50,0.82,0.60,0.60,0.60,0.91,0.84,0.83,0.77,0.50,0.67,0.77,0.79,0.75,0.72,0.59,0.59,0.78,0.58,0.71,0.73,0.58,0.67,0.69,0.65,0.65,0.73,0.50,0.60,0.58,0.55,0.49,0.49,0.52,0.50,0.50,0.57,0.49,0.49,0.49,0.48
